,id,size,header_position,name,value,flag,time
26,4,8,39,F2,506.1534482254196,0,2023-11-11 13:18:24.539000
27,4,8,39,F2,506.180487037865,0,2023-11-11 13:18:25.539000
28,4,8,39,F2,506.1553503645528,0,2023-11-11 13:18:26.538000
29,4,8,39,F2,506.22271253545614,0,2023-11-11 13:18:27.537000
30,5,8,46,P1,2974.7447257521344,0,2023-11-11 13:18:20.681000
31,5,8,46,P1,2974.744906437323,0,2023-11-11 13:18:21.537000
32,5,8,46,P1,2974.7449503186026,0,2023-11-11 13:18:22.537000
33,5,8,46,P1,2974.74477087533,0,2023-11-11 13:18:23.539000
34,5,8,46,P1,2974.744299482981,0,2023-11-11 13:18:24.538000
35,5,8,46,P1,2974.744058885939,0,2023-11-11 13:18:25.539000
36,5,8,46,P1,2974.744591688554,0,2023-11-11 13:18:26.538000
37,5,8,46,P1,2974.744658750108,0,2023-11-11 13:18:27.537000
38,6,8,53,P2,1581.6190338055578,0,2023-11-11 13:18:20.682000
39,6,8,53,P2,1581.6182100764158,0,2023-11-11 13:18:21.537000
40,6,8,53,P2,1581.617117321307,0,2023-11-11 13:18:22.537000
41,6,8,53,P2,1581.6164859788323,0,2023-11-11 13:18:23.539000
42,6,8,53,P2,1581.6154102768523,0,2023-11-11 13:18:24.538000
43,6,8,53,P2,1581.6144839313324,0,2023-11-11 13:18:25.539000
44,6,8,53,P2,1581.6132183398706,0,2023-11-11 13:18:26.538000
45,6,8,53,P2,1581.612263417373,0,2023-11-11 13:18:27.537000
46,7,8,60,P3,130.20953917609037,0,2023-11-11 13:18:20.682000
47,7,8,60,P3,130.2096977657924,0,2023-11-11 13:18:21.537000
48,7,8,60,P3,130.20984936021853,0,2023-11-11 13:18:22.537000
49,7,8,60,P3,130.20991048026826,0,2023-11-11 13:18:23.539000
50,7,8,60,P3,130.2098306902257,0,2023-11-11 13:18:24.539000
51,7,8,60,P3,130.2098439913128,0,2023-11-11 13:18:25.539000
52,7,8,60,P3,130.20976992374642,0,2023-11-11 13:18:26.538000
53,7,8,60,P3,130.20979284168357,0,2023-11-11 13:18:27.537000
54,2,8,25,ActTime2,1.0192802464303438e+180,0,2023-11-11 13:18:28.486000
55,3,8,32,F1,507.5162905874119,0,2023-11-11 13:18:27.537000
56,4,8,39,F2,506.22271253545614,0,2023-11-11 13:18:27.537000
57,5,8,46,P1,2974.744658750108,0,2023-11-11 13:18:27.537000
58,6,8,53,P2,1581.612263417373,0,2023-11-11 13:18:27.537000
59,7,8,60,P3,130.20979284168357,0,2023-11-11 13:18:27.537000
60,1,8,12,ActTime,1.0192851930836608e+180,0,2023-11-11 13:18:38.492000
61,3,8,32,F1,507.5528883645465,0,2023-11-11 13:18:28.538000
62,3,8,32,F1,507.5014951139358,0,2023-11-11 13:18:29.538000
63,3,8,32,F1,507.5591109276925,0,2023-11-11 13:18:30.536000
64,3,8,32,F1,507.538073605188,0,2023-11-11 13:18:31.536000
65,3,8,32,F1,507.50766584931273,0,2023-11-11 13:18:32.538000
66,3,8,32,F1,507.575609501496,0,2023-11-11 13:18:33.537000
67,3,8,32,F1,507.5151271562672,0,2023-11-11 13:18:34.538000
68,3,8,32,F1,507.5160023284765,0,2023-11-11 13:18:35.537000
69,3,8,32,F1,507.4950390294639,0,2023-11-11 13:18:36.538000
70,3,8,32,F1,507.5754091673233,0,2023-11-11 13:18:37.538000
71,4,8,39,F2,506.2235074070528,0,2023-11-11 13:18:28.538000
72,4,8,39,F2,506.2369668386914,0,2023-11-11 13:18:29.539000
73,4,8,39,F2,506.1778664338187,0,2023-11-11 13:18:30.536000
74,4,8,39,F2,506.203642684903,0,2023-11-11 13:18:31.537000
75,4,8,39,F2,506.2369735983622,0,2023-11-11 13:18:32.538000
76,4,8,39,F2,506.24856506355474,0,2023-11-11 13:18:33.537000
77,4,8,39,F2,506.2275318308245,0,2023-11-11 13:18:34.538000
78,4,8,39,F2,506.15004335877546,0,2023-11-11 13:18:35.538000
79,4,8,39,F2,506.2294831874492,0,2023-11-11 13:18:36.538000
80,4,8,39,F2,506.2357252294682,0,2023-11-11 13:18:37.539000
81,5,8,46,P1,2974.74427393568,0,2023-11-11 13:18:28.538000
82,5,8,46,P1,2974.7439694569807,0,2023-11-11 13:18:29.539000
83,5,8,46,P1,2974.7439542691577,0,2023-11-11 13:18:30.536000
84,5,8,46,P1,2974.744084107306,0,2023-11-11 13:18:31.536000
85,5,8,46,P1,2974.744404797578,0,2023-11-11 13:18:32.538000
86,5,8,46,P1,2974.74444859848,0,2023-11-11 13:18:33.537000
87,5,8,46,P1,2974.74451184142,0,2023-11-11 13:18:34.538000
88,5,8,46,P1,2974.744422738532,0,2023-11-11 13:18:35.537000
89,5,8,46,P1,2974.7443590654625,0,2023-11-11 13:18:36.538000
90,5,8,46,P1,2974.744340819278,0,2023-11-11 13:18:37.538000
91,6,8,53,P2,1581.6110112498675,0,2023-11-11 13:18:28.538000
92,6,8,53,P2,1581.6099702226973,0,2023-11-11 13:18:29.539000
93,6,8,53,P2,1581.608854222933,0,2023-11-11 13:18:30.536000
94,6,8,53,P2,1581.608061871853,0,2023-11-11 13:18:31.536000
95,6,8,53,P2,1581.607017351275,0,2023-11-11 13:18:32.538000
96,6,8,53,P2,1581.606088442002,0,2023-11-11 13:18:33.537000
97,6,8,53,P2,1581.604855738419,0,2023-11-11 13:18:34.538000
98,6,8,53,P2,1581.6037828897586,0,2023-11-11 13:18:35.537000
99,6,8,53,P2,1581.6027120018018,0,2023-11-11 13:18:36.538000
100,6,8,53,P2,1581.6018669245009,0,2023-11-11 13:18:37.538000
101,7,8,60,P3,130.20980205064993,0,2023-11-11 13:18:28.538000
102,7,8,60,P3,130.209779558809,0,2023-11-11 13:18:29.539000
103,7,8,60,P3,130.2097464934614,0,2023-11-11 13:18:30.536000
104,7,8,60,P3,130.20970530519904,0,2023-11-11 13:18:31.537000
105,7,8,60,P3,130.20968176376874,0,2023-11-11 13:18:32.538000
106,7,8,60,P3,130.20965465081693,0,2023-11-11 13:18:33.537000
107,7,8,60,P3,130.2096632725614,0,2023-11-11 13:18:34.538000
108,7,8,60,P3,130.20958233409422,0,2023-11-11 13:18:35.537000
109,7,8,60,P3,130.2095285259179,0,2023-11-11 13:18:36.538000
110,7,8,60,P3,130.20957325007166,0,2023-11-11 13:18:37.538000
111,2,8,25,ActTime2,1.0192851930836608e+180,0,2023-11-11 13:18:38.492000
112,3,8,32,F1,507.5754091673233,0,2023-11-11 13:18:37.538000
113,4,8,39,F2,506.2357252294682,0,2023-11-11 13:18:37.539000
114,5,8,46,P1,2974.744340819278,0,2023-11-11 13:18:37.538000
115,6,8,53,P2,1581.6018669245009,0,2023-11-11 13:18:37.538000
116,7,8,60,P3,130.20957325007166,0,2023-11-11 13:18:37.538000
117,1,8,12,ActTime,1.0192901397747176e+180,0,2023-11-11 13:18:48.503000
118,3,8,32,F1,507.5764839783005,0,2023-11-11 13:18:38.537000
119,3,8,32,F1,507.4984714929766,0,2023-11-11 13:18:39.536000
120,3,8,32,F1,507.5417026852992,0,2023-11-11 13:18:40.537000
121,3,8,32,F1,507.51976371837895,0,2023-11-11 13:18:41.537000
122,3,8,32,F1,507.4859085262336,0,2023-11-11 13:18:42.538000
123,3,8,32,F1,507.53705992261314,0,2023-11-11 13:18:43.537000
124,3,8,32,F1,507.5413126023912,0,2023-11-11 13:18:44.537000
125,3,8,32,F1,507.4930734876537,0,2023-11-11 13:18:45.537000
126,3,8,32,F1,507.5562341747988,0,2023-11-11 13:18:46.538000
127,3,8,32,F1,507.5530103537505,0,2023-11-11 13:18:47.537000
128,4,8,39,F2,506.2293544894157,0,2023-11-11 13:18:38.538000
129,4,8,39,F2,506.19653144833165,0,2023-11-11 13:18:39.537000
130,4,8,39,F2,506.2472801397984,0,2023-11-11 13:18:40.538000
131,4,8,39,F2,506.16731491631816,0,2023-11-11 13:18:41.538000
132,4,8,39,F2,506.1801680567001,0,2023-11-11 13:18:42.539000
133,4,8,39,F2,506.180586954736,0,2023-11-11 13:18:43.538000
134,4,8,39,F2,506.1648246049793,0,2023-11-11 13:18:44.537000
135,4,8,39,F2,506.19092378623,0,2023-11-11 13:18:45.537000
136,4,8,39,F2,506.2110327740761,0,2023-11-11 13:18:46.538000
137,4,8,39,F2,506.1929809115757,0,2023-11-11 13:18:47.537000
138,5,8,46,P1,2974.7443587656853,0,2023-11-11 13:18:38.537000
139,5,8,46,P1,2974.7443932053816,0,2023-11-11 13:18:39.537000
140,5,8,46,P1,2974.744363925631,0,2023-11-11 13:18:40.538000
141,5,8,46,P1,2974.744381507814,0,2023-11-11 13:18:41.537000
142,5,8,46,P1,2974.744402419838,0,2023-11-11 13:18:42.539000
143,5,8,46,P1,2974.74444964654,0,2023-11-11 13:18:43.538000
144,5,8,46,P1,2974.744431664039,0,2023-11-11 13:18:44.537000
145,5,8,46,P1,2974.744431142349,0,2023-11-11 13:18:45.537000
146,5,8,46,P1,2974.7444785700304,0,2023-11-11 13:18:46.538000
147,5,8,46,P1,2974.7444286870063,0,2023-11-11 13:18:47.537000
148,6,8,53,P2,1581.600735093789,0,2023-11-11 13:18:38.538000
149,6,8,53,P2,1581.5996232408718,0,2023-11-11 13:18:39.537000
150,6,8,53,P2,1581.5985700335475,0,2023-11-11 13:18:40.538000
151,6,8,53,P2,1581.597511602644,0,2023-11-11 13:18:41.538000
152,6,8,53,P2,1581.5962772102394,0,2023-11-11 13:18:42.539000
153,6,8,53,P2,1581.595251372099,0,2023-11-11 13:18:43.538000
154,6,8,53,P2,1581.59411057821,0,2023-11-11 13:18:44.537000
155,6,8,53,P2,1581.5929157636572,0,2023-11-11 13:18:45.537000
156,6,8,53,P2,1581.5915899883514,0,2023-11-11 13:18:46.538000
157,6,8,53,P2,1581.590372773833,0,2023-11-11 13:18:47.537000
158,7,8,60,P3,130.209547976347,0,2023-11-11 13:18:38.538000
159,7,8,60,P3,130.20948956265065,0,2023-11-11 13:18:39.537000
160,7,8,60,P3,130.20942700935427,0,2023-11-11 13:18:40.538000
161,7,8,60,P3,130.2093954616776,0,2023-11-11 13:18:41.538000
162,7,8,60,P3,130.2094020057757,0,2023-11-11 13:18:42.539000
163,7,8,60,P3,130.20931516587927,0,2023-11-11 13:18:43.538000
164,7,8,60,P3,130.20919026527994,0,2023-11-11 13:18:44.537000
165,7,8,60,P3,130.20920125004184,0,2023-11-11 13:18:45.537000
166,7,8,60,P3,130.2090805939625,0,2023-11-11 13:18:46.538000
167,7,8,60,P3,130.2090645937693,0,2023-11-11 13:18:47.537000
168,2,8,25,ActTime2,1.0192901397747176e+180,0,2023-11-11 13:18:48.503000
169,3,8,32,F1,507.5530103537505,0,2023-11-11 13:18:47.537000
170,4,8,39,F2,506.1929809115757,0,2023-11-11 13:18:47.537000
171,5,8,46,P1,2974.7444286870063,0,2023-11-11 13:18:47.537000
172,6,8,53,P2,1581.590372773833,0,2023-11-11 13:18:47.537000
173,7,8,60,P3,130.2090645937693,0,2023-11-11 13:18:47.537000
174,1,8,12,ActTime,1.0192950864280344e+180,0,2023-11-11 13:18:58.509000
175,3,8,32,F1,507.4777685906234,0,2023-11-11 13:18:48.537000
176,3,8,32,F1,507.5146326415898,0,2023-11-11 13:18:49.537000
177,3,8,32,F1,507.5527621177797,0,2023-11-11 13:18:50.538000
178,3,8,32,F1,507.4960362785531,0,2023-11-11 13:18:51.538000
179,3,8,32,F1,507.53807448985015,0,2023-11-11 13:18:52.538000
180,3,8,32,F1,507.5160764994591,0,2023-11-11 13:18:53.538000
181,3,8,32,F1,507.4980465458191,0,2023-11-11 13:18:54.537000
182,3,8,32,F1,507.5093384535825,0,2023-11-11 13:18:55.537000
183,3,8,32,F1,507.56024407984,0,2023-11-11 13:18:56.537000
184,3,8,32,F1,507.50411572846485,0,2023-11-11 13:18:57.538000
185,4,8,39,F2,506.18405677681176,0,2023-11-11 13:18:48.538000
186,4,8,39,F2,506.2158243610142,0,2023-11-11 13:18:49.538000
187,4,8,39,F2,506.2310683016913,0,2023-11-11 13:18:50.539000
188,4,8,39,F2,506.1706976458163,0,2023-11-11 13:18:51.539000
189,4,8,39,F2,506.14502197240574,0,2023-11-11 13:18:52.538000
190,4,8,39,F2,506.15825590763416,0,2023-11-11 13:18:53.538000
191,4,8,39,F2,506.1426145378861,0,2023-11-11 13:18:54.538000
192,4,8,39,F2,506.20352384668826,0,2023-11-11 13:18:55.538000
193,4,8,39,F2,506.2004234824577,0,2023-11-11 13:18:56.537000
194,4,8,39,F2,506.1847648670095,0,2023-11-11 13:18:57.538000
195,5,8,46,P1,2974.7444393469887,0,2023-11-11 13:18:48.537000
196,5,8,46,P1,2974.74429484804,0,2023-11-11 13:18:49.538000
197,5,8,46,P1,2974.744342241828,0,2023-11-11 13:18:50.538000
198,5,8,46,P1,2974.744406019048,0,2023-11-11 13:18:51.538000
199,5,8,46,P1,2974.744453405233,0,2023-11-11 13:18:52.538000
200,5,8,46,P1,2974.7444850863103,0,2023-11-11 13:18:53.538000
201,5,8,46,P1,2974.74429743784,0,2023-11-11 13:18:54.537000
202,5,8,46,P1,2974.7442809279346,0,2023-11-11 13:18:55.537000
203,5,8,46,P1,2974.744384841592,0,2023-11-11 13:18:56.537000
204,5,8,46,P1,2974.744337677476,0,2023-11-11 13:18:57.538000
205,6,8,53,P2,1581.5890378114816,0,2023-11-11 13:18:48.537000
206,6,8,53,P2,1581.5879337304486,0,2023-11-11 13:18:49.538000
207,6,8,53,P2,1581.586680426179,0,2023-11-11 13:18:50.538000
208,6,8,53,P2,1581.5854038019338,0,2023-11-11 13:18:51.538000
209,6,8,53,P2,1581.58405697768,0,2023-11-11 13:18:52.538000
210,6,8,53,P2,1581.5829106435244,0,2023-11-11 13:18:53.538000
211,6,8,53,P2,1581.5816460966112,0,2023-11-11 13:18:54.537000
212,6,8,53,P2,1581.5804682215835,0,2023-11-11 13:18:55.537000
213,6,8,53,P2,1581.5790736102092,0,2023-11-11 13:18:56.537000
214,6,8,53,P2,1581.5779786297928,0,2023-11-11 13:18:57.538000
215,7,8,60,P3,130.20909098095655,0,2023-11-11 13:18:48.538000
216,7,8,60,P3,130.20908353793115,0,2023-11-11 13:18:49.538000
217,7,8,60,P3,130.20898948937196,0,2023-11-11 13:18:50.539000
218,7,8,60,P3,130.20895820572724,0,2023-11-11 13:18:51.538000
219,7,8,60,P3,130.20890069191282,0,2023-11-11 13:18:52.538000
220,7,8,60,P3,130.20888226176336,0,2023-11-11 13:18:53.538000
221,7,8,60,P3,130.20893162988438,0,2023-11-11 13:18:54.538000
222,7,8,60,P3,130.20884787891296,0,2023-11-11 13:18:55.538000
223,7,8,60,P3,130.2087289516771,0,2023-11-11 13:18:56.537000
224,7,8,60,P3,130.20875768681518,0,2023-11-11 13:18:57.538000
225,2,8,25,ActTime2,1.0192950864355824e+180,0,2023-11-11 13:18:58.510000
226,3,8,32,F1,507.50411572846485,0,2023-11-11 13:18:57.538000
227,4,8,39,F2,506.1847648670095,0,2023-11-11 13:18:57.538000
228,5,8,46,P1,2974.744337677476,0,2023-11-11 13:18:57.538000
229,6,8,53,P2,1581.5779786297928,0,2023-11-11 13:18:57.538000
230,7,8,60,P3,130.20875768681518,0,2023-11-11 13:18:57.538000
231,1,8,12,ActTime,1.0193000330964472e+180,0,2023-11-11 13:19:08.517000
232,3,8,32,F1,507.5062402792235,0,2023-11-11 13:18:58.538000
233,3,8,32,F1,507.54036582756135,0,2023-11-11 13:18:59.538000
234,3,8,32,F1,507.4876660294986,0,2023-11-11 13:19:00.536000
235,3,8,32,F1,507.509009171057,0,2023-11-11 13:19:01.537000
236,3,8,32,F1,507.4804658783156,0,2023-11-11 13:19:02.537000
237,3,8,32,F1,507.55931364461935,0,2023-11-11 13:19:03.538000
238,3,8,32,F1,507.5236310080205,0,2023-11-11 13:19:04.536000
239,3,8,32,F1,507.54667823083713,0,2023-11-11 13:19:05.538000
240,3,8,32,F1,507.5297813935331,0,2023-11-11 13:19:06.537000
241,3,8,32,F1,507.4764667306599,0,2023-11-11 13:19:07.538000
242,4,8,39,F2,506.1458476936649,0,2023-11-11 13:18:58.539000
243,4,8,39,F2,506.1543135948719,0,2023-11-11 13:18:59.538000
244,4,8,39,F2,506.2355903906468,0,2023-11-11 13:19:00.537000
245,4,8,39,F2,506.2147758183985,0,2023-11-11 13:19:01.537000
246,4,8,39,F2,506.1749795753257,0,2023-11-11 13:19:02.538000
247,4,8,39,F2,506.2153809638192,0,2023-11-11 13:19:03.539000
248,4,8,39,F2,506.1373786130735,0,2023-11-11 13:19:04.537000
249,4,8,39,F2,506.16759120846746,0,2023-11-11 13:19:05.538000
250,4,8,39,F2,506.2316769491957,0,2023-11-11 13:19:06.537000
251,4,8,39,F2,506.1484164987716,0,2023-11-11 13:19:07.538000
252,5,8,46,P1,2974.7443660707504,0,2023-11-11 13:18:58.538000
253,5,8,46,P1,2974.744373957737,0,2023-11-11 13:18:59.538000
254,5,8,46,P1,2974.744452915445,0,2023-11-11 13:19:00.537000
255,5,8,46,P1,2974.744360602226,0,2023-11-11 13:19:01.537000
256,5,8,46,P1,2974.744388708252,0,2023-11-11 13:19:02.537000
257,5,8,46,P1,2974.7443695222846,0,2023-11-11 13:19:03.538000
258,5,8,46,P1,2974.7444226257844,0,2023-11-11 13:19:04.537000
259,5,8,46,P1,2974.74427348986,0,2023-11-11 13:19:05.538000
260,5,8,46,P1,2974.744206930322,0,2023-11-11 13:19:06.537000
261,5,8,46,P1,2974.7442680091217,0,2023-11-11 13:19:07.538000
262,6,8,53,P2,1581.5766696746775,0,2023-11-11 13:18:58.539000
263,6,8,53,P2,1581.5754068537394,0,2023-11-11 13:18:59.538000
264,6,8,53,P2,1581.5739920887684,0,2023-11-11 13:19:00.537000
265,6,8,53,P2,1581.572821729047,0,2023-11-11 13:19:01.537000
266,6,8,53,P2,1581.5715864748938,0,2023-11-11 13:19:02.538000
267,6,8,53,P2,1581.570391078641,0,2023-11-11 13:19:03.538000
268,6,8,53,P2,1581.569084242689,0,2023-11-11 13:19:04.537000
269,6,8,53,P2,1581.567984436888,0,2023-11-11 13:19:05.538000
270,6,8,53,P2,1581.5667783540212,0,2023-11-11 13:19:06.537000
271,6,8,53,P2,1581.5654936034562,0,2023-11-11 13:19:07.538000
272,7,8,60,P3,130.20863023336895,0,2023-11-11 13:18:58.539000
273,7,8,60,P3,130.20863238274575,0,2023-11-11 13:18:59.538000
274,7,8,60,P3,130.20862002553034,0,2023-11-11 13:19:00.537000
275,7,8,60,P3,130.20860234232163,0,2023-11-11 13:19:01.537000
276,7,8,60,P3,130.20858815854356,0,2023-11-11 13:19:02.538000
277,7,8,60,P3,130.2085116242142,0,2023-11-11 13:19:03.539000
278,7,8,60,P3,130.2085198047154,0,2023-11-11 13:19:04.537000
279,7,8,60,P3,130.20844443256726,0,2023-11-11 13:19:05.538000
280,7,8,60,P3,130.20838741031804,0,2023-11-11 13:19:06.537000
281,7,8,60,P3,130.20838715792098,0,2023-11-11 13:19:07.538000
282,2,8,25,ActTime2,1.0193000331039951e+180,0,2023-11-11 13:19:08.518000
283,3,8,32,F1,507.4764667306599,0,2023-11-11 13:19:07.538000
284,4,8,39,F2,506.1484164987716,0,2023-11-11 13:19:07.538000
285,5,8,46,P1,2974.7442680091217,0,2023-11-11 13:19:07.538000
286,6,8,53,P2,1581.5654936034562,0,2023-11-11 13:19:07.538000
287,7,8,60,P3,130.20838715792098,0,2023-11-11 13:19:07.538000
288,1,8,12,ActTime,1.0193049797120248e+180,0,2023-11-11 13:19:18.518000
289,3,8,32,F1,507.50638399045016,0,2023-11-11 13:19:08.536000
290,3,8,32,F1,507.54340123677287,0,2023-11-11 13:19:09.536000
291,3,8,32,F1,507.4880029935936,0,2023-11-11 13:19:10.538000
292,3,8,32,F1,507.4689775423834,0,2023-11-11 13:19:11.537000
293,3,8,32,F1,507.5485513986645,0,2023-11-11 13:19:12.537000
294,3,8,32,F1,507.5005510160764,0,2023-11-11 13:19:13.537000
295,3,8,32,F1,507.54246147801103,0,2023-11-11 13:19:14.537000
296,3,8,32,F1,507.4588621199007,0,2023-11-11 13:19:15.537000
297,3,8,32,F1,507.5133358926993,0,2023-11-11 13:19:16.537000
298,3,8,32,F1,507.5007629208669,0,2023-11-11 13:19:17.537000
299,4,8,39,F2,506.1402426955384,0,2023-11-11 13:19:08.537000
300,4,8,39,F2,506.1637707441554,0,2023-11-11 13:19:09.536000
301,4,8,39,F2,506.20798152089634,0,2023-11-11 13:19:10.538000
302,4,8,39,F2,506.1816198637004,0,2023-11-11 13:19:11.537000
303,4,8,39,F2,506.20541329931774,0,2023-11-11 13:19:12.538000
304,4,8,39,F2,506.2176234701255,0,2023-11-11 13:19:13.537000
305,4,8,39,F2,506.2163176759544,0,2023-11-11 13:19:14.538000
306,4,8,39,F2,506.16234352208863,0,2023-11-11 13:19:15.537000
307,4,8,39,F2,506.2116048753621,0,2023-11-11 13:19:16.537000
308,4,8,39,F2,506.1803643382664,0,2023-11-11 13:19:17.537000
309,5,8,46,P1,2974.7443184298136,0,2023-11-11 13:19:08.536000
310,5,8,46,P1,2974.744319530649,0,2023-11-11 13:19:09.536000
311,5,8,46,P1,2974.744279625942,0,2023-11-11 13:19:10.538000
312,5,8,46,P1,2974.744277238344,0,2023-11-11 13:19:11.537000
313,5,8,46,P1,2974.744254529516,0,2023-11-11 13:19:12.537000
314,5,8,46,P1,2974.7443677554843,0,2023-11-11 13:19:13.537000
315,5,8,46,P1,2974.744359729799,0,2023-11-11 13:19:14.537000
316,5,8,46,P1,2974.7442547840487,0,2023-11-11 13:19:15.537000
317,5,8,46,P1,2974.7442564486914,0,2023-11-11 13:19:16.537000
318,5,8,46,P1,2974.744155030171,0,2023-11-11 13:19:17.537000
319,6,8,53,P2,1581.56428680604,0,2023-11-11 13:19:08.536000
320,6,8,53,P2,1581.5630547573976,0,2023-11-11 13:19:09.536000
321,6,8,53,P2,1581.5618667537178,0,2023-11-11 13:19:10.538000
322,6,8,53,P2,1581.5606710370198,0,2023-11-11 13:19:11.537000
323,6,8,53,P2,1581.5592763411328,0,2023-11-11 13:19:12.537000
324,6,8,53,P2,1581.5580787770125,0,2023-11-11 13:19:13.537000
325,6,8,53,P2,1581.5566761491589,0,2023-11-11 13:19:14.537000
326,6,8,53,P2,1581.5553734482976,0,2023-11-11 13:19:15.537000
327,6,8,53,P2,1581.5540271718378,0,2023-11-11 13:19:16.537000
328,6,8,53,P2,1581.5528015778916,0,2023-11-11 13:19:17.537000
329,7,8,60,P3,130.2082384889619,0,2023-11-11 13:19:08.537000
330,7,8,60,P3,130.20824412654295,0,2023-11-11 13:19:09.536000
331,7,8,60,P3,130.2082712185154,0,2023-11-11 13:19:10.538000
332,7,8,60,P3,130.20819388891962,0,2023-11-11 13:19:11.537000
333,7,8,60,P3,130.20818461647391,0,2023-11-11 13:19:12.537000
334,7,8,60,P3,130.2081188216389,0,2023-11-11 13:19:13.537000
335,7,8,60,P3,130.20806463755463,0,2023-11-11 13:19:14.537000
336,7,8,60,P3,130.20801673779533,0,2023-11-11 13:19:15.537000
337,7,8,60,P3,130.20803092463404,0,2023-11-11 13:19:16.537000
338,7,8,60,P3,130.20799622964273,0,2023-11-11 13:19:17.537000
339,2,8,25,ActTime2,1.0193049797120248e+180,0,2023-11-11 13:19:18.518000
340,3,8,32,F1,507.5007629208669,0,2023-11-11 13:19:17.537000
341,4,8,39,F2,506.1803643382664,0,2023-11-11 13:19:17.537000
342,5,8,46,P1,2974.744155030171,0,2023-11-11 13:19:17.537000
343,6,8,53,P2,1581.5528015778916,0,2023-11-11 13:19:17.537000
344,7,8,60,P3,130.20799622964273,0,2023-11-11 13:19:17.537000
345,1,8,12,ActTime,1.0193099263879856e+180,0,2023-11-11 13:19:28.527000
346,3,8,32,F1,507.5051493984813,0,2023-11-11 13:19:18.537000
347,3,8,32,F1,507.5038997386876,0,2023-11-11 13:19:19.538000
348,3,8,32,F1,507.5199872914943,0,2023-11-11 13:19:20.536000
349,3,8,32,F1,507.4810910001832,0,2023-11-11 13:19:21.537000
350,3,8,32,F1,507.4826658031986,0,2023-11-11 13:19:22.537000
351,3,8,32,F1,507.49018764080273,0,2023-11-11 13:19:23.537000
352,3,8,32,F1,507.4987955534132,0,2023-11-11 13:19:24.536000
353,3,8,32,F1,507.5238407598433,0,2023-11-11 13:19:25.538000
354,3,8,32,F1,507.5284748104741,0,2023-11-11 13:19:26.536000
355,3,8,32,F1,507.54148611747416,0,2023-11-11 13:19:27.538000
356,4,8,39,F2,506.1668538123236,0,2023-11-11 13:19:18.537000
357,4,8,39,F2,506.1872238064364,0,2023-11-11 13:19:19.538000
358,4,8,39,F2,506.16127066487377,0,2023-11-11 13:19:20.538000
359,4,8,39,F2,506.2196257325385,0,2023-11-11 13:19:21.537000
360,4,8,39,F2,506.1602192142298,0,2023-11-11 13:19:22.538000
361,4,8,39,F2,506.15894632910704,0,2023-11-11 13:19:23.538000
362,4,8,39,F2,506.1325313797286,0,2023-11-11 13:19:24.537000
363,4,8,39,F2,506.1465198618214,0,2023-11-11 13:19:25.538000
364,4,8,39,F2,506.1870428982048,0,2023-11-11 13:19:26.537000
365,4,8,39,F2,506.1422017204604,0,2023-11-11 13:19:27.538000
366,5,8,46,P1,2974.7441728142653,0,2023-11-11 13:19:18.537000
367,5,8,46,P1,2974.744162353513,0,2023-11-11 13:19:19.538000
368,5,8,46,P1,2974.7441286821067,0,2023-11-11 13:19:20.536000
369,5,8,46,P1,2974.74415586046,0,2023-11-11 13:19:21.537000
370,5,8,46,P1,2974.744190713689,0,2023-11-11 13:19:22.538000
371,5,8,46,P1,2974.7441818211296,0,2023-11-11 13:19:23.538000
