id,size,header_position,name,value,flag,time
4,8,39,F2,506.1967293365279,0,2024-01-13 00:37:05.114000
4,8,39,F2,506.1805095731078,0,2024-01-13 00:37:06.114000
4,8,39,F2,506.1881704265805,0,2024-01-13 00:37:07.114000
4,8,39,F2,506.1740983117974,0,2024-01-13 00:37:08.114000
4,8,39,F2,506.21465791470706,0,2024-01-13 00:37:09.113000
4,8,39,F2,506.23110502312414,0,2024-01-13 00:37:10.114000
4,8,39,F2,506.20804042059575,0,2024-01-13 00:37:11.114000
4,8,39,F2,506.1723409746061,0,2024-01-13 00:37:12.113000
4,8,39,F2,506.2187702587215,0,2024-01-13 00:37:13.114000
5,8,46,P1,2974.7444774605424,0,2024-01-13 00:37:05.114000
5,8,46,P1,2974.7443463703166,0,2024-01-13 00:37:06.114000
5,8,46,P1,2974.7443370598344,0,2024-01-13 00:37:07.114000
5,8,46,P1,2974.744392964992,0,2024-01-13 00:37:08.114000
5,8,46,P1,2974.7443719491553,0,2024-01-13 00:37:09.113000
5,8,46,P1,2974.744356078643,0,2024-01-13 00:37:10.113000
5,8,46,P1,2974.744422053525,0,2024-01-13 00:37:11.114000
5,8,46,P1,2974.7443583807426,0,2024-01-13 00:37:12.113000
5,8,46,P1,2974.7443670338366,0,2024-01-13 00:37:13.114000
6,8,53,P2,130.20892944030513,0,2024-01-13 00:37:05.114000
6,8,53,P2,130.20889633553676,0,2024-01-13 00:37:06.114000
6,8,53,P2,130.20879458170603,0,2024-01-13 00:37:07.114000
6,8,53,P2,130.20878948019157,0,2024-01-13 00:37:08.114000
6,8,53,P2,130.20866920476564,0,2024-01-13 00:37:09.113000
6,8,53,P2,130.20870333898458,0,2024-01-13 00:37:10.114000
6,8,53,P2,130.20871234025438,0,2024-01-13 00:37:11.114000
6,8,53,P2,130.20865088573257,0,2024-01-13 00:37:12.113000
6,8,53,P2,130.2085548892528,0,2024-01-13 00:37:13.114000
2,8,25,ActTime2,3.693363951143028e+181,0,2024-01-13 00:37:14.819000
3,8,32,F1,507.5029059317671,0,2024-01-13 00:37:13.114000
4,8,39,F2,506.2187702587215,0,2024-01-13 00:37:13.114000
5,8,46,P1,2974.7443670338366,0,2024-01-13 00:37:13.114000
6,8,53,P2,130.2085548892528,0,2024-01-13 00:37:13.114000
1,8,12,ActTime,3.6933956094344165e+181,0,2024-01-13 00:37:24.819000
2,8,25,ActTime2,3.693395609482723e+181,0,2024-01-13 00:37:24.820000
1,8,12,ActTime,3.6934272683537924e+181,0,2024-01-13 00:37:34.832000
2,8,25,ActTime2,3.693427268402099e+181,0,2024-01-13 00:37:34.833000
1,8,12,ActTime,3.6934589272248616e+181,0,2024-01-13 00:37:44.844000
2,8,25,ActTime2,3.693458927273168e+181,0,2024-01-13 00:37:44.845000
1,8,12,ActTime,3.693490586192544e+181,0,2024-01-13 00:37:54.858000
3,8,32,F1,507.540534266307,0,2024-01-13 00:37:50.678000
3,8,32,F1,507.58584065094453,0,2024-01-13 00:37:51.619000
3,8,32,F1,507.54589808401505,0,2024-01-13 00:37:52.618000
3,8,32,F1,507.50582405367277,0,2024-01-13 00:37:53.619000
3,8,32,F1,507.5224357186522,0,2024-01-13 00:37:54.619000
4,8,39,F2,506.21149400305717,0,2024-01-13 00:37:50.678000
4,8,39,F2,506.2083058553596,0,2024-01-13 00:37:51.619000
4,8,39,F2,506.19631905372177,0,2024-01-13 00:37:52.618000
4,8,39,F2,506.2261661952419,0,2024-01-13 00:37:53.619000
4,8,39,F2,506.18386641689784,0,2024-01-13 00:37:54.620000
5,8,46,P1,2974.7447455985466,0,2024-01-13 00:37:50.677000
5,8,46,P1,2974.7448795198925,0,2024-01-13 00:37:51.619000
5,8,46,P1,2974.7449601964718,0,2024-01-13 00:37:52.618000
5,8,46,P1,2974.7448326076396,0,2024-01-13 00:37:53.618000
5,8,46,P1,2974.744284120923,0,2024-01-13 00:37:54.619000
6,8,53,P2,130.20959452362064,0,2024-01-13 00:37:50.678000
6,8,53,P2,130.209688436765,0,2024-01-13 00:37:51.619000
6,8,53,P2,130.2099153298308,0,2024-01-13 00:37:52.618000
6,8,53,P2,130.20988350048313,0,2024-01-13 00:37:53.619000
6,8,53,P2,130.20984528951269,0,2024-01-13 00:37:54.620000
2,8,25,ActTime2,3.693490586192544e+181,0,2024-01-13 00:37:54.858000
3,8,32,F1,507.5224357186522,0,2024-01-13 00:37:54.619000
4,8,39,F2,506.18386641689784,0,2024-01-13 00:37:54.620000
5,8,46,P1,2974.744284120923,0,2024-01-13 00:37:54.619000
6,8,53,P2,130.20984528951269,0,2024-01-13 00:37:54.620000
1,8,12,ActTime,3.693522244773773e+181,0,2024-01-13 00:38:04.864000
3,8,32,F1,507.54886445556946,0,2024-01-13 00:37:55.618000
3,8,32,F1,507.57164257988154,0,2024-01-13 00:37:56.618000
3,8,32,F1,507.54324901756485,0,2024-01-13 00:37:57.618000
3,8,32,F1,507.5155539426396,0,2024-01-13 00:37:58.618000
3,8,32,F1,507.5074500140517,0,2024-01-13 00:37:59.618000
3,8,32,F1,507.5613682231116,0,2024-01-13 00:38:00.618000
3,8,32,F1,507.5719800847168,0,2024-01-13 00:38:01.619000
3,8,32,F1,507.4929595953102,0,2024-01-13 00:38:02.619000
4,8,39,F2,506.24634186198824,0,2024-01-13 00:37:55.618000
4,8,39,F2,506.20102812954394,0,2024-01-13 00:37:56.618000
4,8,39,F2,506.21430577282234,0,2024-01-13 00:37:57.618000
4,8,39,F2,506.1651610664586,0,2024-01-13 00:37:58.618000
4,8,39,F2,506.1784088679685,0,2024-01-13 00:37:59.618000
4,8,39,F2,506.22386046149825,0,2024-01-13 00:38:00.619000
4,8,39,F2,506.1658992851029,0,2024-01-13 00:38:01.619000
4,8,39,F2,506.17971908202196,0,2024-01-13 00:38:02.619000
5,8,46,P1,2974.7441421308376,0,2024-01-13 00:37:55.618000
5,8,46,P1,2974.744553849029,0,2024-01-13 00:37:56.618000
5,8,46,P1,2974.744736951155,0,2024-01-13 00:37:57.618000
5,8,46,P1,2974.744266927289,0,2024-01-13 00:37:58.618000
5,8,46,P1,2974.743984139505,0,2024-01-13 00:37:59.618000
5,8,46,P1,2974.744004977822,0,2024-01-13 00:38:00.618000
5,8,46,P1,2974.7440423521457,0,2024-01-13 00:38:01.619000
5,8,46,P1,2974.7443507171333,0,2024-01-13 00:38:02.619000
6,8,53,P2,130.2098574076133,0,2024-01-13 00:37:55.618000
6,8,53,P2,130.2097838287409,0,2024-01-13 00:37:56.618000
6,8,53,P2,130.20976719946174,0,2024-01-13 00:37:57.618000
6,8,53,P2,130.20976466890392,0,2024-01-13 00:37:58.618000
6,8,53,P2,130.2097656238957,0,2024-01-13 00:37:59.618000
6,8,53,P2,130.20973708842968,0,2024-01-13 00:38:00.618000
6,8,53,P2,130.20967652896513,0,2024-01-13 00:38:01.619000
6,8,53,P2,130.20965582967767,0,2024-01-13 00:38:02.619000
2,8,25,ActTime2,3.69352224482208e+181,0,2024-01-13 00:38:04.865000
3,8,32,F1,507.4929595953102,0,2024-01-13 00:38:02.619000
4,8,39,F2,506.17971908202196,0,2024-01-13 00:38:02.619000
5,8,46,P1,2974.7443507171333,0,2024-01-13 00:38:02.619000
6,8,53,P2,130.20965582967767,0,2024-01-13 00:38:02.619000
1,8,12,ActTime,3.6935539034516154e+181,0,2024-01-13 00:38:14.872000
2,8,25,ActTime2,3.6935539034516154e+181,0,2024-01-13 00:38:14.872000
1,8,12,ActTime,3.693585562564218e+181,0,2024-01-13 00:38:24.889000
2,8,25,ActTime2,3.693585562564218e+181,0,2024-01-13 00:38:24.889000
1,8,12,ActTime,3.6936172212420605e+181,0,2024-01-13 00:38:34.897000
2,8,25,ActTime2,3.6936172212420605e+181,0,2024-01-13 00:38:34.897000
1,8,12,ActTime,3.693648879919903e+181,0,2024-01-13 00:38:44.905000
3,8,32,F1,507.52082518735085,0,2024-01-13 00:38:43.706000
3,8,32,F1,507.5122863496739,0,2024-01-13 00:38:44.583000
4,8,39,F2,506.2417613616909,0,2024-01-13 00:38:43.706000
4,8,39,F2,506.2081557425953,0,2024-01-13 00:38:44.583000
5,8,46,P1,2974.744813224935,0,2024-01-13 00:38:43.704000
5,8,46,P1,2974.7449527489857,0,2024-01-13 00:38:44.583000
6,8,53,P2,130.20958064997782,0,2024-01-13 00:38:43.706000
6,8,53,P2,130.20968668781418,0,2024-01-13 00:38:44.584000
2,8,25,ActTime2,3.6936488799682096e+181,0,2024-01-13 00:38:44.906000
3,8,32,F1,507.5122863496739,0,2024-01-13 00:38:44.583000
4,8,39,F2,506.2081557425953,0,2024-01-13 00:38:44.583000
5,8,46,P1,2974.7449527489857,0,2024-01-13 00:38:44.583000
6,8,53,P2,130.20968668781418,0,2024-01-13 00:38:44.584000
1,8,12,ActTime,3.6936805385494384e+181,0,2024-01-13 00:38:54.912000
3,8,32,F1,507.55905358671697,0,2024-01-13 00:38:45.583000
3,8,32,F1,507.58655171241475,0,2024-01-13 00:38:46.583000
3,8,32,F1,507.54242466647156,0,2024-01-13 00:38:47.583000
3,8,32,F1,507.5140989538303,0,2024-01-13 00:38:48.583000
3,8,32,F1,507.49739350865656,0,2024-01-13 00:38:49.583000
3,8,32,F1,507.517912717335,0,2024-01-13 00:38:50.584000
3,8,32,F1,507.5294126222194,0,2024-01-13 00:38:51.583000
3,8,32,F1,507.5411779462589,0,2024-01-13 00:38:52.583000
3,8,32,F1,507.5478579548231,0,2024-01-13 00:38:53.584000
3,8,32,F1,507.56381286178197,0,2024-01-13 00:38:54.584000
4,8,39,F2,506.23974598298264,0,2024-01-13 00:38:45.584000
4,8,39,F2,506.24436115031136,0,2024-01-13 00:38:46.583000
4,8,39,F2,506.2516440780587,0,2024-01-13 00:38:47.583000
4,8,39,F2,506.21627367203206,0,2024-01-13 00:38:48.583000
4,8,39,F2,506.1638456458994,0,2024-01-13 00:38:49.583000
4,8,39,F2,506.21726377873296,0,2024-01-13 00:38:50.584000
4,8,39,F2,506.17317487674853,0,2024-01-13 00:38:51.583000
4,8,39,F2,506.21590529012667,0,2024-01-13 00:38:52.583000
4,8,39,F2,506.18840686224104,0,2024-01-13 00:38:53.584000
4,8,39,F2,506.1578002124359,0,2024-01-13 00:38:54.584000
5,8,46,P1,2974.744977031615,0,2024-01-13 00:38:45.583000
5,8,46,P1,2974.7447872020953,0,2024-01-13 00:38:46.583000
5,8,46,P1,2974.7442127818226,0,2024-01-13 00:38:47.582000
5,8,46,P1,2974.7440913467353,0,2024-01-13 00:38:48.583000
5,8,46,P1,2974.7445759465736,0,2024-01-13 00:38:49.583000
5,8,46,P1,2974.744727736296,0,2024-01-13 00:38:50.584000
5,8,46,P1,2974.744228416522,0,2024-01-13 00:38:51.583000
5,8,46,P1,2974.7439642366094,0,2024-01-13 00:38:52.583000
5,8,46,P1,2974.7440347015613,0,2024-01-13 00:38:53.584000
5,8,46,P1,2974.7440599704096,0,2024-01-13 00:38:54.584000
6,8,53,P2,130.20992573663491,0,2024-01-13 00:38:45.584000
6,8,53,P2,130.20981898567757,0,2024-01-13 00:38:46.583000
6,8,53,P2,130.20987747804324,0,2024-01-13 00:38:47.583000
6,8,53,P2,130.2098212959611,0,2024-01-13 00:38:48.584000
6,8,53,P2,130.20984380287044,0,2024-01-13 00:38:49.583000
6,8,53,P2,130.20978126673097,0,2024-01-13 00:38:50.584000
